date,startup,vertical,subvertical,city,investors,round,amount
2016-07-06,intgrea,technology,post merger integration partners,bangalore,undisclosed investor,seed funding,0.825
2016-07-06,helpshift,technology,mobile crm platform,pune,microsoft ventures,private equity,189.75
2016-07-06,helpshift,technology,mobile crm platform,pune,salesforce ventures,private equity,189.75
2016-07-06,creditvidya,technology,credit scoring platform,mumbai,kalaari capital,private equity,8.25
2016-08-06,grey campus,consumer internet,online learning platform,hyderabad,sarath sura,seed funding,8.25
2016-08-06,listup,ecommerce,location based classified mobile app,mumbai,kae capital,seed funding,4.125
2016-08-06,listup,ecommerce,location based classified mobile app,mumbai,kunal shah,seed funding,4.125
2016-08-06,listup,ecommerce,location based classified mobile app,mumbai,s,seed funding,4.125
2016-08-06,listup,ecommerce,location based classified mobile app,mumbai,eep t,seed funding,4.125
2016-08-06,listup,ecommerce,location based classified mobile app,mumbai,on,seed funding,4.125
2016-08-06,6degree,technology,tech-enabled fashion talent platform,mumbai,indian angel network,seed funding,1.65
2016-08-06,shopwati,consumer internet,online fashion discussion community,gurgaon,sanjiv rai,seed funding,0.0
2016-08-06,cookifi,consumer internet,online chef discovery & booking service,bangalore,kunal shah,seed funding,0.0
2016-08-06,cookifi,consumer internet,online chef discovery & booking service,bangalore,aneesh reddy,seed funding,0.0
2016-08-06,cookifi,consumer internet,online chef discovery & booking service,bangalore,tracxn labs,seed funding,0.0
2016-08-06,cookifi,consumer internet,online chef discovery & booking service,bangalore,venkat tadanki,seed funding,0.0
2016-08-06,cookifi,consumer internet,online chef discovery & booking service,bangalore,krishna mehra,seed funding,0.0
2016-08-06,cookifi,consumer internet,online chef discovery & booking service,bangalore,amit rathore,seed funding,0.0
2016-08-06,storeking,ecommerce,connecting small town consumers to e-commerce,bangalore,axiata digital,private equity,132.0
2016-08-06,wired hub,real estate,co-working spaces,jaipur,ankit maheshwari,seed funding,0.0
2016-08-06,wired hub,real estate,co-working spaces,jaipur,an,seed funding,0.0
2016-08-06,wired hub,real estate,co-working spaces,jaipur,singh,seed funding,0.0
2016-08-06,myseniordoctor,consumer internet,online medical support platform,gurgaon,blackjag partners,seed funding,1.65
2016-09-06,teabox,ecommerce,online tea store,siliguri,cameron jones,seed funding,0.0
2016-09-06,extraaedge,consumer internet,student acquisition platform,pune,ritesh dwivedy,seed funding,0.0
2016-09-06,extraaedge,consumer internet,student acquisition platform,pune,priti padhy,seed funding,0.0
2016-09-06,epaylater,technology,fin-tech platform,mumbai,3 undisclosed hnis,seed funding,16.5
2016-10-06,kyazoonga,ecommerce,online event ticketing platform,mumbai,ratan tata,seed funding,0.0
2016-10-06,paytunes,consumer internet,mobile based rewards platform,new delhi,cio angel network,private equity,4.125
2016-10-06,paytunes,consumer internet,mobile based rewards platform,new delhi,indian angel network,private equity,4.125
2016-10-06,kickstart jobs,technology,entry level hiring platform,gurgaon,vivek joshi,seed funding,0.0
2016-10-06,kickstart jobs,technology,entry level hiring platform,gurgaon,mohit satyan,seed funding,0.0
2016-10-06,kickstart jobs,technology,entry level hiring platform,gurgaon,amit banati,seed funding,0.0
2016-10-06,kickstart jobs,technology,entry level hiring platform,gurgaon,arun khanna,seed funding,0.0
2016-10-06,freshee,fmcg,household packaging & storage product manufacturer,mumbai,edelweiss private equity,private equity,0.0
2016-10-06,madrat games,technology,wearable gaming platform,bangalore,ratan tata,seed funding,0.0
2016-10-06,madrat games,technology,wearable gaming platform,bangalore,bhavish aggarwal,seed funding,0.0
2016-10-06,madrat games,technology,wearable gaming platform,bangalore,ankit bhati,seed funding,0.0
2016-10-06,madrat games,technology,wearable gaming platform,bangalore,binny bansal,seed funding,0.0
2016-10-06,madrat games,technology,wearable gaming platform,bangalore,girish mathrubootham,seed funding,0.0
2016-11-06,jazzmyride,ecommerce,auto parts & accessories etailer,new delhi,tvs automobile solutions ltd,private equity,0.0
2016-11-06,autosense,technology,data analytics based customer management services,new delhi,tvs automobile solutions ltd,private equity,0.0
2016-11-06,redsun telematics,consumer internet,internet of things platform,chennai,tvs automobile solutions ltd,private equity,0.0
2016-06-13,khanagadi,consumer internet,online food delivery for train travelers,jaipur,50k ventures,seed funding,0.0
2016-06-13,bombay shirt company,ecommerce,online custom shirt retailer,mumbai,undisclosed investor,private equity,8.25
2016-06-14,edtechreview,consumer internet,education based online portal,new delhi,evc ventures,seed funding,0.0
2016-06-14,bonhomia,food,premium tea & coffee capsules maker,new delhi,valpro capital,private equity,0.0
2016-06-14,bonhomia,beverage,premium tea & coffee capsules maker,new delhi,valpro capital,private equity,0.0
2016-06-14,bonhomia,food,premium tea & coffee capsules maker,new delhi,existing investors,private equity,0.0
2016-06-14,bonhomia,beverage,premium tea & coffee capsules maker,new delhi,existing investors,private equity,0.0
2016-06-14,gobolt,logistics,b2b logistics provider,new delhi,mcube8,seed funding,0.0
2016-06-14,jivox,technology,data driven advertising platform,bangalore,you,private equity,49.5
2016-06-14,jivox,technology,data driven advertising platform,bangalore,mr jones,private equity,49.5
2016-06-14,jivox,technology,data driven advertising platform,bangalore,fortisure ventures,private equity,49.5
2016-06-14,jivox,technology,data driven advertising platform,bangalore,diaz nesamoney,private equity,49.5
2016-06-14,sminq,consumer internet,queue management mobile app,pune,saama capital,seed funding,8.25
2016-06-14,sminq,consumer internet,queue management mobile app,pune,blume ventures,seed funding,8.25
2016-06-14,sminq,consumer internet,queue management mobile app,pune,vaibhav domkundwar,seed funding,8.25
2016-06-14,curejoy,consumer internet,online alternative health community platform,bangalore,accel partners india,private equity,36.3
2016-06-15,oneway.cab,consumer internet,taxi rental platform,vadodara,indian angel network,seed funding,3.7125
2016-06-15,grabonrent,ecommerce,on-demand product rental marketplace,bangalore,ivycap ventures,private equity,0.0
2016-06-15,grabonrent,ecommerce,on-demand product rental marketplace,bangalore,unicorn india ventures,private equity,0.0
2016-06-16,diro labs,consumer internet,contact management mobile app,new delhi,info edge (india) ltd,private equity,3.7125
2016-06-16,unnati helpers,consumer internet,help hiring platform,gurgaon,info edge (india) ltd,private equity,4.95
2016-06-16,athletto,consumer internet,sports venue discovery and booking platform,bangalore,atul ingle,seed funding,0.0
2016-06-16,saavn,consumer internet,web/mobile music streaming service,usa,guy oseary,private equity,0.0
2016-06-16,voonik,ecommerce,online women\\xe2\\x80\\x99s fashion marketplace,bangalore,sequoia capital,private equity,165.0
2016-06-16,thinkphi,technology,sustainable green tech solution developer,mumbai,nimmagadda prasad,seed funding,0.0
2016-06-17,cleartax,consumer internet,online tax filing platform,new delhi,ravi adusumalli,private equity,99.0
2016-06-17,cleartax,consumer internet,online tax filing platform,new delhi,saif partners,private equity,99.0
2016-06-17,silvan innovation labs,technology,home automation solutions,bangalore,infuse ventures,private equity,7.425
2016-06-17,greythr,technology,payroll & hr software developer,bangalore,new enterprise associates (nea),private equity,42.9
2016-06-17,greythr,technology,payroll & hr software developer,bangalore,blume ventures,private equity,42.9
2016-06-17,duffl,ecommerce,fashion rental marketplace,bangalore,betonindia technology pvt ltd,seed funding,0.0
2016-06-17,byg,consumer internet,fitness centre discovery & booking mobile app,bangalore,sanjay verma,seed funding,0.0
2016-06-17,byg,consumer internet,fitness centre discovery & booking mobile app,bangalore,amit khanna (letsventure),seed funding,0.0
2016-06-20,dipper,ecommerce,freight logistics marketplace,new delhi,undisclosed investor,seed funding,0.0
2016-06-20,qonfuse,consumer internet,online test papers for competitive exams,new delhi,hamraj kumar,seed funding,0.0
2016-06-20,the indian iris,consumer internet,govt policy research & information portal,ahmedabad,timbru ventures,seed funding,0.0
2016-06-21,onspoon,consumer internet,online platform for event sponsorship,mumbai,swan angel network,seed funding,1.2375
2016-06-21,restate,consumer internet,real estate platform,bangalore,idein ventures,seed funding,0.0
2016-06-21,cleartrip,consumer internet,online travel agency,mumbai,concur technologies,private equity,0.0
2016-06-21,cleartrip,consumer internet,online travel agency,mumbai,gund investment,private equity,0.0
2016-06-21,procmart,consumer internet,online procurement marketplace,noida,indiamart,private equity,0.0
2016-06-21,celerix,technology,fintech product development & services startup,bangalore,bitkemy ventures,seed funding,3.3
2016-06-21,naturenama,consumer internet,online outdoors & travel,mumbai,unicorn venture,seed funding,1.85625
2016-06-21,cyclopsmedtech,technology,medical technology provider,bangalore,cp bothra,seed funding,0.0
2016-06-21,syona cosmetics,fmcg,beauty products & training to salons & spas,chennai,the chennai angels,seed funding,1.2375
2016-06-21,prettysecrets,ecommerce,women lingerie store,mumbai,rb investments pte ltd,private equity,49.5
2016-06-21,prettysecrets,ecommerce,women lingerie store,mumbai,orios venture partners,private equity,49.5
2016-06-22,spiderg,consumer internet,online invoice app for smes,pune,rahul kirloskar,seed funding,1.2375
2016-06-22,spiderg,consumer internet,online invoice app for smes,pune,fusion tech ventures,seed funding,1.2375
2016-06-22,spiderg,consumer internet,online invoice app for smes,pune,adi saravanan,seed funding,1.2375
2016-06-22,spiderg,consumer internet,online invoice app for smes,pune,pravin dongre,seed funding,1.2375
2016-06-22,spiderg,consumer internet,online invoice app for smes,pune,mahendra doshi,seed funding,1.2375
2016-06-23,fareye,technology,logistics management software,new delhi,saif partners,private equity,28.875
2016-06-23,the uolo,consumer internet,school parent communication app,bangalore,purvi ventures,seed funding,1.7325
2016-06-23,the uolo,consumer internet,school parent communication app,bangalore,rajul garg,seed funding,1.7325
2016-06-23,the uolo,consumer internet,school parent communication app,bangalore,vipin arora,seed funding,1.7325
2016-06-23,staqu,technology,artificial intelligence based search platform,gurgaon,indian angel network,seed funding,0.0
2016-06-23,padhopadhao,consumer internet,home tutors search & discovery,new delhi,rise india,private equity,0.0
2016-06-24,drivify,consumer internet,professional driver discovery & booking mobile app,mumbai,jitendra gupta,seed funding,0.4125
2016-06-24,drivify,consumer internet,professional driver discovery & booking mobile app,mumbai,pankaj tripathi,seed funding,0.4125
2016-06-24,pratilipi,consumer internet,multi-lingual self-publishing platform,bangalore,nexus venture partners,seed funding,0.0
2016-06-24,parablu,technology,cloud data security & privacy solutions,bangalore,kalaari capital,seed funding,4.125
2016-06-24,schedulers logistics,logistics,cold storage logistics solutions,mumbai,gvfl,private equity,49.5
2016-06-24,leap india,others,supply chain equipment & services provider,mumbai,mayfield ventures,private equity,24.75
2016-06-24,kabadiexpress,others,free door step scrap pickup service,new delhi,undisclosed investor,seed funding,1.221
2016-06-27,yourdost,consumer internet,online counselling & personal coaching platform,bangalore,saif partners,seed funding,9.9
2016-06-27,yourdost,consumer internet,online counselling & personal coaching platform,bangalore,aprameya radhakrishnan,seed funding,9.9
2016-06-27,yourdost,consumer internet,online counselling & personal coaching platform,bangalore,phanindra sama,seed funding,9.9
2016-06-27,yourdost,consumer internet,online counselling & personal coaching platform,bangalore,subba rao telidevara,seed funding,9.9
2016-06-27,yourdost,consumer internet,online counselling & personal coaching platform,bangalore,vibhu garg,seed funding,9.9
2016-06-27,yourdost,consumer internet,online counselling & personal coaching platform,bangalore,paula ravindra mariwala,seed funding,9.9
2016-06-27,yourdost,consumer internet,online counselling & personal coaching platform,bangalore,gaurav bhalotia,seed funding,9.9
2016-06-27,gomalon,consumer internet,online spa & salon discovery & booking platform,bangalore,undisclosed investor,seed funding,0.825
2016-06-27,voler cars,consumer internet,self-driven car rental platform,new delhi,kanodia family,seed funding,0.0
2016-06-27,voler cars,consumer internet,self-driven car rental platform,new delhi,amit banka,seed funding,0.0
2016-06-27,travelyaari,consumer internet,online ticket booking platform,bangalore,gvfl ltd,private equity,24.75
